CNFW01002104.1	ERS027644SCcontig002104
ACQV01000007.1	ctg1118407793868
JYJF01000244.1	contig-244
BBRT01000123.1	NODE_241
CNFW01001024.1	ERS027644SCcontig001024
JH601089.1	supercont1.2
LGDE01000455.1	P404contig77.1
JZAM01000061.1	contig61
JPRF03000036.1	LIUQ01000030.1
JMSP01000416.1	contig154
CNFW01003709.1	ERS027644SCcontig003709
CNFW01003463.1	ERS027644SCcontig003463
ALNM01000046.1	ctg120007584570
JMSP01000003.1	contig669
LJDX02000168.1	contig25
JMSP01000184.1	LJDX02000187.1
HK1c0283	JPDT01000282.1
CNFW01003035.1	ERS027644SCcontig003035
HK1c1086	JPDT01001083.1
AAP93_Contigs_57	LJHZ01000057.1
AQQZ01000038.1	JZAM01000038.1
CNFW01002838.1	ERS027644SCcontig002838
JYNY01000228.1	SAG1345
LJCS01000025.1	contig025
CM001167.1	CP002130.1
JMSP01000324.1	JZAM01000004.1
JZAM01000040.1	LJET02000199.1
ADDO01000050.1	LITJ01000049.1
LGDE01000008.1	P404contig105.1
CNFW01000460.1	ERS027644SCcontig000460
JZAM01000118.1	contig118
BEN-C_U2A4042_Contig_56	CTEG01000052.1
JYJF01001091.1	contig-1091
LGDE01000406.1	P404contig461.1
JH724268.1	KQ236743.1
GG739927.1	JH601089.1
JMSP01000704.1	contig704
BHUMctg69	LFMX01000064.1
F6602contig433.1	LGKH01003703.1
CYAV01000049.1	ERS085366SCcontig000049
LGEA01000051.1	P439contig143.1
BRHa_1004679	LADU01000072.1
HK1c2459	JPDT01002456.1
F6602contig585.1	LGKH01004898.1
HK1c2395	JPDT01002392.1
HK1c0757	JPDT01000756.1
BEN-C_U2A4042_Contig_39	CTEG01000033.1
CNFW01002362.1	ERS027644SCcontig002362
LGDE01000131.1	P404contig215.1
CTKE01000042.1	ERS008555SCcontig000042
LGUP01000210.1	P002contig276.2
LGUP01000182.1	P002contig253.1
JYNY01000328.1	SAG1502
AJQY01000204.1	Contig_204
JYNY01000153.1	SAG1213
LJRN01000239.1	PtoICMP2844_Contig_92
LGUC01000003.1	SY89_scf03
LITU01000039.1	contig_209
LGUP01000264.1	P002contig323.1
CP001189.1	CP003243.1
AEJC01000220.1	gcontig_1108499708063
LJRP01000085.1	PttICMP459_Contig_101
CXDQ01000097.1	ERS009857SCcontig000097
LHQM01000013.1	LIUQ01000025.1
AJQY01000084.1	Contig_084
LGTK01000013.1	LITJ01000013.1
LIGE01000018.1	contig_5
LFQK01000118.1	contig_129
CBZV010000006.1	LHQM01000006.1
CP002824.1	HE576794.1
AAP93_Contigs_86	LJHZ01000086.1
LJDX02000178.1	LJET02000178.1
F6602contig2673.1	LGKH01001861.1
JMSO01000222.1	LJCS01000096.1
JZAM01000162.1	contig162
F6602contig3134.1	LGKH01002375.1
AJQY01000315.1	Contig_315
CP000410.2	CP002534.1
JMSO01000268.1	JMSP01000411.1
CXDQ01000526.1	ERS009857SCcontig000526
F6602contig4519.1	LGKH01003913.1
LDNZ01000126.1	NODE_201_contig130
LJPW01000061.1	PcaICMP2855_Contig_155
LJDX02000082.1	contig172
Contig32	LIXH01000032.1
LIGE01000036.1	contig_4
CNFW01002272.1	ERS027644SCcontig002272
F6602contig358.1	LGKH01002869.1
CNFW01002443.1	ERS027644SCcontig002443
HK1c1777	JPDT01001774.1
F6602contig4528.1	LGKH01003923.1
CBZV010000035.1	LFQK01000035.1
AMSH01000111.1	JMSP01000263.1
JYJF01000991.1	contig-991
HK1c1271	JPDT01001268.1
AWFK01000002.1	M0483_002
JZAM01000007.1	LJET02000231.1
CNFW01004339.1	ERS027644SCcontig004339
LJCS01000112.1	LJDX02000016.1
LJQL01000405.1	PgyICMP2189_Contig_85
JQIP01000072.1	Sequence0000005040
F6602contig4287.1	LGKH01003655.1
F6602contig2350.1	LGKH01001503.1
F6602contig1878.1	LGKH01000977.1
BBRT01000229.1	NODE_45
JYJF01001086.1	contig-1086
HK1c1199	JPDT01001196.1
GG739946.1	supercont1.21
BA000043.1	CP002824.1
F6602contig1089.1	LGKH01000101.1
LGEC01000108.1	P441contig54.1
JYJF01000440.1	contig-440
AEJC01000682.1	gcontig_1108499727993
LGEA01000054.1	P439contig146.1
CNFW01000905.1	ERS027644SCcontig000905
CNFW01002220.1	ERS027644SCcontig002220
LJCS01000106.1	LJDX02000009.1
BHUMctg271	LFMX01000245.1
ABHU01000106.1	gcontig_1106613682264
LGEC01000048.1	P441contig139.1
ABHU01000005.1	gcontig_1106613680316
F6602contig5145.1	LGKH01004609.1
LGTK01000073.1	LKKT01000063.1
CXZU01000064.1	ERS085374SCcontig000064
AMSH01000075.1	LJET02000237.1
LHQM01000013.1	LIGE01000015.1
F6602contig1426.1	LGKH01000476.1
CNFW01003764.1	ERS027644SCcontig003764
CYAV01000032.1	ERS085366SCcontig000032
LJPW01000009.1	PcaICMP2855_Contig_148
CNFW01004123.1	ERS027644SCcontig004123
LJRN01000172.1	PtoICMP2844_Contig_96
HK1c0781	JPDT01000780.1
CNFW01003434.1	ERS027644SCcontig003434
JMSO01000277.1	LJDX02000065.1
LKKT01000048.1	contig00050
JYJF01001183.1	contig-1191
CNFW01003969.1	ERS027644SCcontig003969
F6602contig1788.1	LGKH01000877.1
F6602contig27.1	LGKH01001890.1
GG668546.1	SCAFFOLD14
AEXM01000015.1	LITJ01000030.1
CNFW01000258.1	ERS027644SCcontig000258
CNFW01003983.1	ERS027644SCcontig003983
F6602contig4362.1	LGKH01003739.1
CNFW01003166.1	ERS027644SCcontig003166
LGDE01000440.1	P404contig63.1
CXDQ01000052.1	ERS009857SCcontig000052
LIUQ01000114.1	contig_526
LGEC01000085.1	P441contig34.1
F6602contig359.1	LGKH01002880.1
LDNZ01000173.1	NODE_201_contig177
HK1c1678	JPDT01001675.1
LHAT01000211	LHAT01000211.1
JYNY01000428.1	SAG1667
HK1c3010	JPDT01003004.1
HK1c0126	JPDT01000125.1
CNFW01002718.1	ERS027644SCcontig002718
AMSH01000080.1	contig80
LGEA01000100.1	P439contig28.1
JYNY01000340.1	SAG1519
CXDQ01000431.1	ERS009857SCcontig000431
GL891999.1	supercont1.21
HK1c1888	JPDT01001885.1
LJRD01000430.1	PreICMP16945_Contig_489
AMSH01000053.1	JZAM01000053.1
CVRS01000146.1	RIL183_94
HK1c1694	JPDT01001691.1
BBRT01000297.1	NODE_64
B11479contig754.1	LFVR01000734.1
JMSO01000122.1	contig254
AKJT01000061.1	PMI21_contig_73.73
JMSO01000415.1	JZAM01000408.1
LFMW01000012.1	sole5_c22
HK1c1304	JPDT01001301.1
JQIR01000048.1	Sequence0000002834
LGUV01000277.1	P046contig339.1
CBZV010000070.1	LFQK01000070.1
AAI_A_2195_scaffold20	HE972541.1
JMSP01000048.1	LJDX02000004.1
AGIK01000014.1	ctg38
F6602contig2580.1	LGKH01001758.1
JMSP01000351.1	contig086
CNFW01003151.1	ERS027644SCcontig003151
LITJ01000059.1	contig00059
CXDQ01000110.1	ERS009857SCcontig000110
JZAM01000171.1	contig171
AWFT01000005.1	M1340_005
F6602contig4704.1	LGKH01004119.1
CBZV010000023.1	contig_23
JYNY01000577.1	SAG1885
AM421808.1	CP001962.1
JMSP01000453.1	contig255
JYJF01000721.1	contig-721
JYJF01000923.1	contig-923
AMSH01000115.1	LJDX02000019.1
LDUI01000030	LDUI01000030.1
LIGE01000042.1	contig_18
CYAV01000056.1	ERS085366SCcontig000056
JMSP01000305.1	contig270
LJDX02000280.1	LJET02000237.1
JXCG01000006.1	LDJX01000006.1
JMSP01000275.1	LJCS01000070.1
LJCS01000158.1	LJET02000066.1
LITJ01000035.1	contig00035
ADGX01000233.1	ctg00011
F6602contig3610.1	LGKH01002904.1
CP000410.2	CP002017.1
JMSO01000223.1	LJCS01000119.1
AJHJ01000037.1	contig037
JMSP01000089.1	contig373
HK1c0632	JPDT01000631.1
LGUW01000037.1	P092contig131.1
Contig_22_UM228	LFKH01000022.1
F6602contig2574.1	LGKH01001751.1
CNFW01000431.1	ERS027644SCcontig000431
JJQL01000015.1	scaffold20_1_size82197-refined
LJDX02000015.1	contig111
CNFW01003368.1	ERS027644SCcontig003368
AMRN01000018.1	JZAM01000018.1
BLOI2_C17	LFDU01000017.1
CNFW01002269.1	ERS027644SCcontig002269
BEN-C_U2A4042_Contig_37	CTEG01000031.1
CP001185.1	L43967.2
JXCG01000021.1	LJET02000124.1
JMSO01000042.1	contig002
LGTK01000120.1	LKKT01000094.1
LGDE01000291.1	P404contig358.1a
JMSO01000309.1	LJDX02000149.1
AJHJ01000070.1	JMSP01000275.1
JMSP01000168.1	contig425
BBRT01000238.1	LAMX01000017.1
LGUV01000145.1	P046contig220.1
CYAV01000145.1	ERS085366SCcontig000145
JYJF01000691.1	contig-691
LJCS01000210.1	contig210
F6602contig1415.1	LGKH01000464.1
JYJF01000660.1	contig-660
AMSH01000021.1	JXMU01000021.1
JMSP01000421.1	JZAM01000173.1
JMSP01000159.1	LJET02000169.1
HK1c1675	JPDT01001672.1
LJRD01000168.1	PreICMP16945_Contig_85
JMSO01000050.1	JZAM01000163.1
F6602contig1093.1	LGKH01000106.1
BHUMctg363	LFMX01000326.1
CP000448.1	CP001127.1
LJES02000179.1	L_contig000178
F6602contig2311.1	LGKH01001460.1
F6602contig1809.1	LGKH01000901.1
AQQZ01000009.1	JXCG01000009.1
HK1c0248	JPDT01000247.1
B11479contig511.1	LFVR01000465.1
AJQY01000217.1	Contig_217
AMRN01000006.1	contig6
LFQK01000060.1	LIGE01000028.1
CP001129.1	CP011968.1
ADGX01000143.1	ctg00054
JH470339.1	JH601089.1
JMSP01000101.1	JZAM01000402.1
BA000043.1	CP000510.1
GG739954.1	supercont1.29
CP000510.1	FN563149.1
AJQY01000086.1	Contig_086
CXZU01000037.1	ERS085374SCcontig000037
LFYT02000092.1	LimC-II-D5-C92
CM001167.1	CP001868.2
LJDX02000191.1	contig270
BLOI2_C33	LFDU01000033.1
LJPW01000121.1	PcaICMP2855_Contig_37
BHUMctg30	LFMX01000030.1
F6602contig4221.1	LGKH01003583.1
Contig56	LIXH01000056.1
CNFW01001921.1	ERS027644SCcontig001921
Contig_22_UM408	LFIU01000005.1
CP001868.2	CP010525.1
CNFW01001609.1	ERS027644SCcontig001609
AM999887.1	CP001819.1
F6602contig1383.1	LGKH01000428.1
BRHa_1003424	LADY01000054.1
JYNY01000232.1	SAG1352
AP009240.1	CP000661.1
DS999555.1	GL629663.1
F6602contig1193.1	LGKH01000217.1
JX07_contig_21	LBNA01000008.1
JMSP01000296.1	JZAM01000362.1
CNFW01001283.1	ERS027644SCcontig001283
LJQL01000339.1	PgyICMP2189_Contig_364
LJRN01000144.1	PtoICMP2844_Contig_310
GG739945.1	GG749035.1
F6602contig4890.1	LGKH01004325.1
LDNZ01000022.1	NODE_201_contig22
HK1c1177	JPDT01001174.1
GG704818.1	GL870937.1
CP001056.1	CP002010.1
ADDO01000061.1	LGTK01000003.1
ABHU01000088.1	gcontig_1106613680260
JMSP01000510.1	JZAM01000397.1
CP001962.1	CP010525.1
HK1c0598	JPDT01000597.1
CNFW01000883.1	ERS027644SCcontig000883
LGDE01000344.1	P404contig405.1
CNFW01000537.1	ERS027644SCcontig000537
JYJF01000099.1	contig-98
AM167904.1	Chromosome
F6602contig2424.1	LGKH01001585.1
HK1c1079	JPDT01001076.1
Contig46	LKBH01000254.1
AP009240.1	CP011968.1
JZAM01000113.1	LJCS01000113.1
LHQM01000021.1	contig_24
F6602contig3129.1	LGKH01002369.1
LGEA01000012.1	P439contig109.1
LJQL01000177.1	PgyICMP2189_Contig_133
F6602contig2656.1	LGKH01001842.1
CNFW01002256.1	ERS027644SCcontig002256
CNFW01002274.1	ERS027644SCcontig002274
CNFW01003167.1	ERS027644SCcontig003167
CP001820.1	CP002010.1
AEJC01000635.1	gcontig_1108499724973
AABF01000030.1	Contig0353
CNFW01003262.1	ERS027644SCcontig003262
CP000926.1	CP002824.1
HK1c2008	JPDT01002005.1
CBZV010000068.1	contig_68
AABF01000121.1	Contig0261
CP001612.1	FP929003.1
AE016853.1	AM167904.1
LGDW01000404.1	P435contig45.1
JQIT01000009.1	LIGE01000017.1
LJES02000199.1	L_contig000198
CNFW01004297.1	ERS027644SCcontig004297
CP000769.1	CP001612.1
F6602contig2183.1	LGKH01001317.1
GG704577.1	JH724273.1
JPRF03000016.1	LHQM01000015.1
JZAM01000327.1	contig327
CP001219.1	CP002663.1
CNFW01000161.1	ERS027644SCcontig000161
LDUI01000051	LDUI01000051.1
ITZX_scaf_1691	LJZR01000121.1
JYNY01000544.1	SAG1842
CNFW01002860.1	ERS027644SCcontig002860
JQIT01000018.1	LFQK01000022.1
CNFW01002889.1	ERS027644SCcontig002889
JYNY01000399.1	SAG1618
Contig305	LKBH01000230.1
LJPT01000007.1	PatICMP4303_Contig_30
ADGX01000296.1	ctg00103
CSXD01000038.1	ERS075547SCcontig000038
JYJF01000109.1	contig-108
CP001819.1	CP002663.1
LGUP01000243.1	P002contig304.1
CP002573.1	CP011300.1
AMRN01000023.1	JXMU01000023.1
LJRP01000066.1	PttICMP459_Contig_84
HK1c1657	JPDT01001654.1
HK1c0780	JPDT01000779.1
AJQY01000096.1	Contig_096
LITJ01000080.1	LKKT01000070.1
CNFW01003176.1	ERS027644SCcontig003176
CNFW01000992.1	ERS027644SCcontig000992
AQQZ01000020.1	JZAM01000020.1
JMSP01000414.1	LJDX02000053.1
AJQY01000146.1	Contig_146
F6602contig3751.1	LGKH01003060.1
LJDX02000119.1	contig205
CP000903.1	CP001229.1
F6602contig3591.1	LGKH01002882.1
F6602contig2302.1	LGKH01001450.1
F6602contig619.1	LGKH01004936.1
JMSO01000013.1	LJET02000037.1
F6602contig1291.1	LGKH01000326.1
JMSP01000163.1	JZAM01000287.1
LJQL01000042.1	PgyICMP2189_Contig_102
JMSO01000095.1	JZAM01000273.1
JQIR01000015.1	Sequence0000001009
F6602contig4388.1a	LGKH01003767.1
HK1c1960	JPDT01001957.1
CNFW01000260.1	ERS027644SCcontig000260
HK1c1550	JPDT01001547.1
B11479contig804.1	LFVR01000790.1
CP000448.1	FP929003.1
JMSP01000004.1	JZAM01000221.1
AJQY01000009.1	Contig_009
CNFW01001168.1	ERS027644SCcontig001168
ADDO01000013.1	LKKT01000054.1
HK1c1490	JPDT01001487.1
AEJC01000012.1	gcontig_1108499722193
JMSO01000268.1	contig136
CYAV01000142.1	ERS085366SCcontig000142
HK1c1648	JPDT01001645.1
CYFX01000170.1	ERS150873SCcontig000170
F6602contig5324.1	LGKH01004808.1
CNFW01001861.1	ERS027644SCcontig001861
CNFW01003146.1	ERS027644SCcontig003146
CNFW01001421.1	ERS027644SCcontig001421
CVRS01000140.1	RIL183_89
AQQZ01000050.1	JZAM01000050.1
CNFW01000157.1	ERS027644SCcontig000157
CNFW01003078.1	ERS027644SCcontig003078
AFNU02000003.1	Contig3
JXCG01000024.1	JXMU01000024.1
JMSP01000407.1	LJDX02000033.1
LJRP01000076.1	PttICMP459_Contig_134
AMSH01000007.1	LJET02000231.1
HK1c0171	JPDT01000170.1
JMSP01000472.1	LJDX02000226.1
GG739926.1	JH414887.1
Contig286	LKBH01000208.1
HK1c0709	JPDT01000708.1
LGDE01000449.1	P404contig71.1
JMSP01000399.1	LJET02000012.1
B11479contig668.1	LFVR01000638.1
LJCS01000038.1	contig038
HK1c1945	JPDT01001942.1
BBRT01000140.1	NODE_271
JPRF03000096.1	contig_89
CNFW01002517.1	ERS027644SCcontig002517
JYNY01000536.1	SAG1833
CNFW01000271.1	ERS027644SCcontig000271
AEJC01000173.1	gcontig_1108499728025
F6602contig2370.1	LGKH01001525.1
F6602contig729.1	LGKH01005058.1
F6602contig894.1	LGKH01005241.1
CNFW01000924.1	ERS027644SCcontig000924
JMSO01000339.1	LJDX02000215.1
JMSP01000443.1	LJCS01000227.1
CNFW01004311.1	ERS027644SCcontig004311
LGTK01000119.1	contig00119
LJDX02000016.1	LJET02000016.1
CVRS01000143.1	RIL183_91
LGUP01000219.1	P002contig283.1
HK1c0812	JPDT01000811.1
F6602contig4741.1a	LGKH01004160.1
F6602contig1234.1	LGKH01000263.1
HK1c1152	JPDT01001149.1
LJPT01000156.1	PatICMP4303_Contig_29
AM999887.1	CP001129.1
BRHa_1000957	LADY01000043.1
CXDQ01000355.1	ERS009857SCcontig000355
LGDW01000304.1	P435contig360.1
JYNY01000089.1	SAG1120
AQQZ01000007.1	contig7
LJQL01000316.1	PgyICMP2189_Contig_115
BHUMctg383	LFMX01000343.1
CNFW01003920.1	ERS027644SCcontig003920
CNFW01001699.1	ERS027644SCcontig001699
F6602contig1725.1	LGKH01000808.1
AJHJ01000082.1	LJCS01000082.1
ABHU01000008.1	gcontig_1106613679324
DS999541.1	GL870931.1
HK1c2377	JPDT01002374.1
AM999887.1	CP001185.1
LJQB01000071.1	PcoICMP19117_Contig_58
CNFW01001504.1	ERS027644SCcontig001504
JMSP01000416.1	JZAM01000154.1
LGUP01000148.1	P002contig224.1
B11479contig755.1	LFVR01000735.1
CXDQ01000207.1	ERS009857SCcontig000207
LGDW01000452.1	P435contig57.1
CP001129.1	CP001737.1
ABHU01000137.1	gcontig_1106613681580
F6602contig1860.1	LGKH01000958.1
HK1c1513	JPDT01001510.1
JYJF01001134.1	contig-1137
JZAM01000410.1	contig410
JQIR01000016.1	Sequence0000001027
B11479contig71.1	LFVR01000685.1
F6602contig4645.1	LGKH01004053.1
LDVT01000035.1	contig1467
F6602contig2278.1	LGKH01001422.1
CNFW01002737.1	ERS027644SCcontig002737
HK1c1765	JPDT01001762.1
F6602contig2050.1a	LGKH01001170.1
AMRN01000016.1	LJET02000068.1
F6602contig4597.1	LGKH01003999.1
CXZU01000107.1	ERS085374SCcontig000107
F6602contig1201.1	LGKH01000227.1
JMSO01000310.1	JMSP01000446.1
AEJC01000320.1	gcontig_1108499723661
B11479contig387.1	LFVR01000324.1
LJET02000149.1	contig232
F6602contig2913.1	LGKH01002128.1
LGUP01000225.1	P002contig289.1
B11479contig258.1	LFVR01000178.1
JYJF01000302.1	contig-302
CNFW01002392.1	ERS027644SCcontig002392
JMSP01000359.1	LJCS01000241.1
CNFW01003202.1	ERS027644SCcontig003202
HK1c1393	JPDT01001390.1
HK1c2225	JPDT01002222.1
CNFW01001803.1	ERS027644SCcontig001803
F6602contig4052.1	LGKH01003395.1
AEJC01000281.1	gcontig_1108499705241
F6602contig1685.1	LGKH01000763.1
AEJC01000578.1	gcontig_1108499710265
JYJF01001044.1	contig-1044
AAI_A_2195_scaffold113	HE972634.1
JMSO01000077.1	JMSP01000059.1
JMSP01000041.1	JZAM01000123.1
CNFW01002932.1	ERS027644SCcontig002932
LCFW01000016.1	UV80_C0016
AMSH01000131.1	JZAM01000131.1
0021	CXWD01000021.1
AMSH01000007.1	contig7
F6602contig2729.1	LGKH01001923.1
F6602contig2339.1	LGKH01001490.1
CNFW01002798.1	ERS027644SCcontig002798
LGDW01000144.1	P435contig22.3
CP001173.1	CP002017.1
CNFW01000617.1	ERS027644SCcontig000617
B11479contig91.1	LFVR01000907.1
CNFW01004244.1	ERS027644SCcontig004244
LGUP01000234.1	P002contig297.1
AJHJ01000016.1	LJCS01000016.1
CNFW01003865.1	ERS027644SCcontig003865
HK1c0915	JPDT01000912.1
JYJF01000622.1	contig-622
INSLA289_contig_197	LHAT01000197.1
13_82260_36.5812	JYLF01000013.1
F6602contig2608.1	LGKH01001789.1
JYJF01000259.1	contig-259
F6602contig3166.1	LGKH01002410.1
HK1c0638	JPDT01000637.1
LJQL01000302.1	PgyICMP2189_Contig_11
JYJF01000789.1	contig-789
CQZO01000044.1	ERS020178SCcontig000044
JYNY01000356.1	SAG1545
CM000724.1	CP002905.1
LGTK01000148.1	contig00148
AQQZ01000020.1	JXCG01000020.1
JMSO01000452.1	JMSP01000129.1
CXPG01000020.1	CXWD01000020.1
F6602contig4758.1	LGKH01004178.1
JMSP01000056.1	LJCS01000215.1
LGDF01000107.1	P406contig24.1
CSXD01000032.1	ERS075547SCcontig000032
JXMU01000017.1	LJET02000079.1
INSLA289_contig_130	LHAT01000130.1
BA000043.1	CP002663.1
ADGX01000371.1	ctg00193
JMSP01000405.1	LJET02000030.1
F6602contig1468.1	LGKH01000522.1
HK1c0591	JPDT01000590.1
JZAM01000215.1	LJCS01000215.1
ADDO01000058.1	LKKT01000013.1
F6602contig4484.1	LGKH01003874.1
AJML01000035.1	ctg120004772342
CP011300.1	FN563149.1
AMRN01000013.1	JXMU01000013.1
LJIE01000012.1	bac336_Scaffold12
AM421808.1	HE576794.1
JYJF01000356.1	contig-356
JQIP01000064.1	Sequence0000003384
CNFW01002639.1	ERS027644SCcontig002639
JMSP01000029.1	JZAM01000194.1
F6602contig78.1	LGKH01005114.1
CVRS01000103.1	RIL183_56
ADDO01000051.1	LGTK01000024.1
CYFX01000142.1	ERS150873SCcontig000142
JMSP01000186.1	JZAM01000239.1
LGDE01000144.1	P404contig226.1
JH414894.1	KQ236750.1
F6602contig3726.1	LGKH01003032.1
LFQK01000072.1	contig_72
JMSP01000279.1	LJCS01000244.1
AEJC01000375.1	gcontig_1108499717559
LGTK01000024.1	LKKT01000023.1
JH414898.1	supercont1.12
LGUP01000374.1	P002contig53.1
HK1c2768	JPDT01002762.1
AJQY01000168.1	Contig_168
LFQK01000117.1	LIUQ01000075.1
JMSP01000465.1	contig288
B11479contig114.1	LFVR01000018.1
JMSP01000671.1	contig664
JMSP01000495.1	JZAM01000365.1
AFNU02000009.1	LKBH01000302.1
LDNZ01000131.1	NODE_201_contig135
CNFW01000791.1	ERS027644SCcontig000791
F6602contig4507.1	LGKH01003900.1
F6602contig1957.1	LGKH01001065.1
LJCS01000111.1	LJET02000015.1
LJDX02000205.1	contig283
LJCS01000144.1	contig144
HK1c0077	JPDT01000076.1
ADGX01000387.1	ctg00043
BRHa_1002329	LADU01000037.1
CXDQ01000479.1	ERS009857SCcontig000479
JMSO01000165.1	LJDX02000066.1
CNFW01002325.1	ERS027644SCcontig002325
CNFW01000307.1	ERS027644SCcontig000307
JMSP01000276.1	LJDX02000136.1
CNFW01002606.1	ERS027644SCcontig002606
JMSO01000523.1	contig524
F6602contig3507.1	LGKH01002789.1
LGEA01000184.1	P439contig99.1
CTKE01000015.1	ERS008555SCcontig000015
CNFW01000246.1	ERS027644SCcontig000246
INSLA289_contig_14	LHAT01000014.1
BBRT01000006.1	NODE_103
F6602contig2779.1	LGKH01001978.1
LJPT01000161.1	PatICMP4303_Contig_179
JMSP01000286.1	LJDX02000014.1
F6602contig1827.1	LGKH01000921.1
LIUQ01000143.1	contig_259
JMSO01000243.1	LJCS01000007.1
CSXD01000005.1	ERS075547SCcontig000005
CNFW01002164.1	ERS027644SCcontig002164
JMSP01000002.1	LJET02000044.1
F6602contig3999.1	LGKH01003334.1
BRHa_1002795	LADU01000068.1
GL629678.1	GL636965.1
JMSO01000197.1	contig062
HK1c0404	JPDT01000403.1
AABF01000177.1	Contig0203
JYJF01000961.1	contig-961
B11479contig727.1	LFVR01000704.1
CNFW01003070.1	ERS027644SCcontig003070
JMSO01000219.1	LJCS01000053.1
LJPW01000175.1	PcaICMP2855_Contig_103
LGDF01000101.1	P406contig19.1
AJQY01000151.1	Contig_151
CP002403.1	FP929003.1
LGDE01000443.1	P404contig66.1
CNFW01003658.1	ERS027644SCcontig003658
ABHU01000117.1	gcontig_1106613679304
AABF01000244.1	Contig0145
LGDE01000060.1	P404contig152.1
CNFW01000491.1	ERS027644SCcontig000491
JMSO01000094.1	JMSP01000086.1
JMSO01000033.1	LJCS01000092.1
CNFW01000807.1	ERS027644SCcontig000807
CNFW01003365.1	ERS027644SCcontig003365
LJRP01000127.1	PttICMP459_Contig_17
AJHJ01000075.1	LJCS01000075.1
BRHa_1001446	LADU01000002.1
AEJC01000338.1	gcontig_1108499710203
AJQY01000318.1	Contig_318
CNFW01001481.1	ERS027644SCcontig001481
AEJC01000400.1	gcontig_1108499729137
LJES02000184.1	L_contig000183
F6602contig2751.1	LGKH01001948.1
JYJF01000676.1	contig-676
AJHJ01000063.1	JMSO01000250.1
CP000769.1	FM204883.1
CNFW01003632.1	ERS027644SCcontig003632
JZAM01000134.1	LJCS01000134.1
JJQL01000013.1	scaffold92_1_size2044-refined
Contig39	LIXH01000039.1
LJRD01000154.1	PreICMP16945_Contig_113
JMSP01000341.1	contig620
LGBR01000001.1	LJDX02000001.1
JMSP01000422.1	contig175
CNFW01004112.1	ERS027644SCcontig004112
JPRF03000017.1	LIGE01000024.1
CNFW01001050.1	ERS027644SCcontig001050
AMSH01000114.1	LJET02000018.1
BHUMctg32	LFMX01000032.1
AM167904.1	CP002831.1
JZAM01000224	JZAM01000224.1
LFQK01000010.1	contig_10
JMSP01000247.1	contig662
CNFW01001640.1	ERS027644SCcontig001640
ABHU01000123.1	gcontig_1106613679286
AJQY01000239.1	Contig_239
CYFX01000135.1	ERS150873SCcontig000135
LGUV01000299.1	P046contig359.1
F6602contig3486.1	LGKH01002765.1
CNFW01000608.1	ERS027644SCcontig000608
LFYT02000137.1	LimC-II-D5-C137
LGUV01000078.1	P046contig165.1
F6602contig812.1	LGKH01005151.1
F6602contig2688.1	LGKH01001877.1
F6602contig4696.1	LGKH01004109.1
F6602contig4550.1	LGKH01003948.1
F6602contig909.1	LGKH01005258.1
HK1c0180	JPDT01000179.1
CXZU01000011.1	ERS085374SCcontig000011
CTKE01000008.1	ERS008555SCcontig000008
LGUP01000034.1	P002contig128.1
LGUP01000150.1	P002contig226.1
LJPT01000183.1	PatICMP4303_Contig_138
CXDQ01000454.1	ERS009857SCcontig000454
AWFT01000007.1	M1340_007
LGTK01000015.1	contig00015
F6602contig4463.1	LGKH01003851.1
JH414888.1	JH470339.1
LGUW01000129.1	P092contig214.1
LGDE01000439.1	P404contig62.1
LGUP01000153.1	P002contig229.1
LGUP01000039.1	P002contig132.1
HK1c0990	JPDT01000987.1
LJRD01000386.1	PreICMP16945_Contig_270
LIGE01000005.1	contig_22
INSLA289_contig_40	LHAT01000040.1
F6602contig1435.1	LGKH01000486.1
F6602contig5082.1	LGKH01004539.1
LJDX02000089.1	contig179
CYFX01000094.1	ERS150873SCcontig000094
LGUV01000401.1	P046contig97.1
LGDE01000367.1	P404contig426.1
F6602contig4819.1	LGKH01004246.1
F6602contig2991.1	LGKH01002215.1
LDNZ01000027.1	NODE_201_contig28
JMSO01000475.1	JZAM01000475.1
AP009240.1	CP002010.1
LGDW01000214.1	P435contig280.1
HK1c0929	JPDT01000926.1
F6602contig4646.1	LGKH01004054.1
HK1c2470	JPDT01002467.1
CNFW01002322.1	ERS027644SCcontig002322
LJRN01000265.1	PtoICMP2844_Contig_80
JYJF01001109.1	contig-1110
CNFW01002995.1	ERS027644SCcontig002995
F6602contig382.1	LGKH01003136.1
AEJC01000465.1	gcontig_1108499717531
CSXB01000054.1	ERS075544SCcontig000054
AEJC01000430.1	gcontig_1108499723657
F6602contig4954.1	LGKH01004396.1
F6602contig4286.1	LGKH01003654.1
F6602contig2319.1	LGKH01001468.1
LGUV01000265.1	P046contig328.1
F6602contig3625.1	LGKH01002920.1
AMSH01000131.1	JMSP01000409.1
JYJF01000415.1	contig-415
LFQK01000070.1	contig_70
JH376426.1	KQ236749.1
LFYT02000104.1	LimC-II-D5-C104
ITZX_scaf_1128	LJZR01000096.1
CP002905.1	HE965803.1
JYJF01000818.1	contig-818
AJHJ01000055.1	JMSP01000106.1
CNFW01003373.1	ERS027644SCcontig003373
AEXM01000021.1	LITJ01000018.1
JYJF01001026.1	contig-1026
BBRO01000001.1	JPRF03000001.1
LGTK01000007.1	LITJ01000007.1
CNFW01001628.1	ERS027644SCcontig001628
HK1c0595	JPDT01000594.1
